,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001,MoSDPOP
4041,Kalar Forensic Medicine Center / مەڵبەندی پزیشکی دادوەری کەلار,Kalar Forensic Medicine Center,Forensic Medicine Center,GAR30,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-29 07:34:55,45.326531,34.623026,350000.0
4042,General Directorate of Garmian Health / ديوانى بەڕێوەبەرايەتى گشتى تەندروستى گەرميان,General Directorate of Garmian Health,Health Sector,GAR82,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-02-18 07:34:55,45.309911,34.632417,350000.0
4045,Kfri Public Health Clinic - afternoon time / كلينيكى ميللى ئيوارانى كفرى,Kfri Public Health Clinic - afternoon time,Public Health Clinic,GAR84,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-03-23 07:34:55,44.95118,34.683146,40000.0
4046,Shaheed Dr. Qasm Public Health Clinic - afternoon time / كلينيكى ميللى ئيوارانى شەهيد دكتور قاسم,Shaheed Dr. Qasm Public Health Clinic - afternoon time,Public Health Clinic,GAR85,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-03-23 07:34:55,45.24435,34.66198,45000.0
4047,Garmian Immediate First Aid Center / یەکەی فریاکەوتنی خێرای گەرمیان (كرده پزيشكيەكان),Garmian Immediate First Aid Center,Immediate First Aid Center,GAR86,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-02-06 07:34:55,45.326926,34.624467,350000.0
4050,Nezarke Primary Health Care Center / بنگه‌هێ نزاركی یێ چاڤدێریا ساخله‌میا ده‌ستپێكێ,Nezarke Primary Health Care Center,Primary Health Care Center - Main,DUH100,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.04824,36.84559,51280.0
4065,Duhok Specialized Diagnostic Laboratory Center / مركز دهوك التخصصي للتحلیلات المختبرية,Duhok Specialized Diagnostic Laboratory Center,Central Public Health Laboratory,DUH92,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-06 07:34:55,43.006891,36.848632,1000000.0
4066,Duhok Eye Teaching Hospital / نەخوشخانا دهوك یا چاڤا یا فێرکرنێ,Duhok Eye Teaching Hospital,Hospital,DUH72,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-12 07:34:55,43.004115,36.848485,500000.0
4068,Heevi Pediatric Teaching Hospital / م. هيفي التعليمي للاطفال,Heevi Pediatric Teaching Hospital,Specialized Center,DUH75,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-13 07:34:55,43.005777,36.850391,1000000.0
4069,Duhok Obstetrics and Gynecology Teaching Hospital / نه‌خوشخانا دهوك یا ئافره‌ت و زاروكبوونێ یا فێرکرنێ,Duhok Obstetrics and Gynecology Teaching Hospital,Hospital,DUH77,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-28 07:34:55,42.98699,36.86326,2000000.0
4070,Duhok Emergency Teaching Hospital / م. دهوك الطوارئ التعليمي,Duhok Emergency Teaching Hospital,Hospital,DUH78,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-11 07:34:55,43.008671,36.856953,500000.0
4071,Burn and Reconstructive Surgery Hospital / نه‌خوشخانا سوتن و نشته‌رگه‌ریا جوانكاریێ,Burn and Reconstructive Surgery Hospital,Hospital,DUH79,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-28 07:34:55,43.004724,36.847844,2157000.0
4072,Azadi Teaching Hospital / نه‌خوشخانا ئازادی یا فێركرنێ,Azadi Teaching Hospital,Hospital,DUH80,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-29 07:34:55,43.00284,36.85032,2157000.0
4073,Jhin Specialized Pediatric Hemato-oncology Center / سه‌نته‌رێ ژین یێ تایبه‌تمه‌ند یێ نه‌خوشیێن خوینێ و په‌نجه‌شێرا زاروكا,Jhin Specialized Pediatric Hemato-oncology Center,Primary Health Care Center - Main specialized,DUH83,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.00431,36.84795,2000000.0
4074,Zanin Specialized School Health Center / مركز زانين التخصصي للصحة المدرسية,Zanin Specialized School Health Center,Primary Health Care Center - Main specialized,DUH84,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-12 07:34:55,43.004793,36.848522,500000.0
4075,CSTC / سه‌نته‌رێ دهوك یێ راهێنانا شیانێن كلینیكی CSTC,CSTC,Primary Health Care Center - Main specialized,DUH85,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.0051,36.8486,1000000.0
4076,Forensic Medicine Directorate / رێڤه‌به‌ریا نوژداریا داد,Forensic Medicine Directorate,Forensic Medicine Center,DUH203,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.002458,36.850478,2000000.0
4077,Duhok Specialized Kidney Center / سه‌نته‌رێ دهوك یێ تایبه‌تمه‌ند یێ نه‌خوشیێن كولچیسكا,Duhok Specialized Kidney Center,Primary Health Care Center - Main specialized,DUH86,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.00708,36.84966,2000000.0
4078,Preventive Health Affairs Directorate / مديرية شؤون الوقاية الصحية,Preventive Health Affairs Directorate,Disease Prevention Sector,DUH198,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-14 07:34:55,42.986077,36.862849,1000000.0
4079,Duhok Specialized Center for ISIS Women and Girls’ Survivor / سه‌نته‌رێ دهوك یێ تایبه‌تمه‌ند بو پشته‌ڤانیا كچ و ئافره‌تێن قورتالبوویێن ژ ده‌ستێ داعش,Duhok Specialized Center for ISIS Women and Girls’ Survivor,Primary Health Care Center - Main specialized,DUH87,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,42.98648,36.86329,2000000.0
4080,Specialized Child and Adolescence Mental Health Center / سه‌نته‌رێ تایبه‌تمه‌ند یێ ساخله‌میا ده‌روونی یێ زاروكا و سنێلا,Specialized Child and Adolescence Mental Health Center,Primary Health Care Center - Main specialized,DUH88,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.01733,36.84147,2000000.0
4081,Duhok Specialized Pediatric Surgery Center / سه‌نته‌رێ دهوك یێ تایبه‌تمه‌ند یێ نشته‌رگه‌ریا زاروكا,Duhok Specialized Pediatric Surgery Center,Primary Health Care Center - Main specialized,DUH89,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.00583,36.849771,2000000.0
4082,Duhok Specialized Rheumatology and Medical Rehabilitation Center / سنتر دهوك التخصصي للمفاصل,Duhok Specialized Rheumatology and Medical Rehabilitation Center,Primary Health Care Center - Main specialized,DUH90,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-11 07:34:55,43.005232,36.847984,500000.0
4083,Duhok Specialized  pediatric Chest and Respiratory Diseases Center / سنتر دهوك التخصصي للكشف المبكر للاطفال,Duhok Specialized  pediatric Chest and Respiratory Diseases Center,Primary Health Care Center - Main specialized,DUH91,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-14 07:34:55,42.9853599,36.863315,1000000.0
4084,Duhok Specialized Main Medical Emergency Coordination Center / سەنتەرێ دهوك یێ تایبه‌تمه‌ند یێ سه‌ره‌كی یێ هەماهەنگیا هاوارهاتنا بلەز,Duhok Specialized Main Medical Emergency Coordination Center,Immediate First Aid Center,DUH93,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-25 07:34:55,43.019677,36.846303,2000000.0
4085,Duhok Specialized Center for Respiratory Diseases / سنتر دهوك التخصصي لامراض الجهاز التنفسي,Duhok Specialized Center for Respiratory Diseases,Chest and Respiratory Diseases Unit,DUH94,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-14 07:34:55,42.985359,36.863315,1000000.0
4086,Azadi Specialized Oncology Center / سه‌نته‌رێ ئازادی یێ تایبه‌تمه‌ند یێ چاره‌سه‌ریا په‌نجه‌شێرێ,Azadi Specialized Oncology Center,Primary Health Care Center - Main specialized,DUH95,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-24 07:34:55,43.00303,36.84975,2000000.0
4087,Azadi Specialized Gastroenterology and Hepatology Center / سنتر ازادي لامراض الجهاز الهضمي والكبد,Azadi Specialized Gastroenterology and Hepatology Center,Specialized Center,DUH96,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-15 07:34:55,43.00394,36.85051,1000000.0
4088,Azadi Specialized Cardiology and Cardiac Surgery Center / سنتر ازادي الخاص لجراحات القلب,Azadi Specialized Cardiology and Cardiac Surgery Center,Specialized Center,DUH97,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-14 07:34:55,43.004414,36.849758,1000000.0
4092,Radiology and sonar consulting clinic in Duhok Emergency Hospital / كلينيكا راويزكارى تيشك وسونه ر ل نه خوشخانا ته نكافيا ل دهوكى,Radiology and sonar consulting clinic in Duhok Emergency Hospital,Other,DUH177,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-13 07:34:55,43.008854,36.856969,1000000.0
4093,anesthesia Consulting in a maternity hospital in Dohuk / كلينيكا راويزكارى يى هوشكرن ل نه خوشخانا ئافرت وزاروك بوونى,anesthesia Consulting in a maternity hospital in Dohuk,Public Health Clinic,DUH178,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-28 07:34:55,42.98699,36.86326,2157000.0
4096,Divan of  Duhok City Health Directorate / ناڤه‌ندا رێڤه‌به‌ریا ساخله‌میا ناڤه‌ندا قه‌زا دهوك,Divan of  Duhok City Health Directorate,Health Sector,DUH183,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-30 07:34:55,42.97234,36.8606,2157000.0
4098,Duhok Consultation Clinic / كلینیكا راوێژكاریا  چاڤدێریا ساخله‌میێ,Duhok Consultation Clinic,Public Health Clinic,DUH186,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-28 07:34:55,42.98874,36.86591,2157000.0
4099,Azadi X-ray department consultant Clinic / كلينيكا راوێژكاری یا تیشك و سونه‌ر ct-mri ل ئازادى,Azadi X-ray department consultant Clinic,Public Health Clinic,DUH187,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-29 07:34:55,43.00367,36.84968,2157000.0
4100,Azadi internal medicine consultant Clinic / كلينيكا راويزكارى دل وهنافا ل ئازادى,Azadi internal medicine consultant Clinic,Public Health Clinic,DUH188,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-30 07:34:55,43.00366,36.84968,2157000.0
4101,Health control consultant / كلینیكا راوێژكاری زێره‌ڤانیا ساخله‌میێ,Health control consultant,Public Health Clinic,DUH189,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-01-26 07:34:55,42.98609,36.86274,2000000.0
4105,Azadi afternoon on call Clinic / بنگه‌هێ نوبه‌دار ل نه‌خوشخانا ئازادی,Azadi afternoon on call Clinic,Public Health Clinic,DUH195,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-29 07:34:55,43.00367,36.84968,2157000.0
4106,The sentinel health center in the maternity hospital / Dohuk / بنگه‌هێ نوبه‌دار نه‌خوشخانا ئافره‌ت و زاروك بونێ,The sentinel health center in the maternity hospital / Dohuk,Public Health Clinic,DUH196,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-03-28 07:34:55,42.98699,36.86326,2000000.0
4116,Blood Bank Directorate / رێڤه‌به‌ریا بەنکا خوینێ,Blood Bank Directorate,Blood Bank Center -Main,DUH204,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-06 07:34:55,43.00749,36.848571,1000000.0
4117,Duhok Specialized Teaching Oral and Dental Medico-surgical Center / سەنتەرێ دهوك یێ تایبەتمەند یێ فێرکرنێ یێ نوژداری و نشتەرگەریا دەڤ و ددانا,Duhok Specialized Teaching Oral and Dental Medico-surgical Center,Primary Health Care Center - Main specialized,DUH205,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-06 07:34:55,43.006516,36.848826,350000.0
4120,Duhok Specialized Early Detection of Childhood Disability Center / سه‌نته‌رێ دهوك یێ تایبه‌تمه‌ند یێ ده‌ستنیشانكرنا زووده‌م یا په‌ككه‌فتنا زاروكا,Duhok Specialized Early Detection of Childhood Disability Center,Primary Health Care Center - Main specialized,doh,Dohuk / Nowshar sector of Dohuk,Nowshar sector of Dohuk / قطاع ناوشار دهوك,2023-02-12 07:34:55,43.006324,36.848634,1000000.0
4123,Shahid  Dr. Sardar  Specialist Clinic Evening / كلينيكى پسپورى شةهيد د.سردار ئيواران,Shahid  Dr. Sardar  Specialist Clinic Evening,Public Health Clinic,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4628,35.5679,58000.0
4137,wooluba primary health care center - main / مه‌ڵبه‌ندى ته‌ندروستى ووڵوبه‌, wooluba primary health care center - main,Primary Health Care Center - Main,0101013,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.4302609,35.5352308,48000.0
4139,Zerynok Primary Health Care Center - Main / مەڵبەندی تەندروستی زێڕینۆک,Zerynok Primary Health Care Center - Main,Primary Health Care Center - Main,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-12 07:34:55,45.43409,35.5324487,45670.0
4148,Shahid Omar tallabany primary healthcare center ( branch)  / بنكةى تةندروستى شةهيد عومةر طالبانى,Shahid Omar tallabany primary healthcare center ( branch) ,Primary Health Care Center - Branch,010105,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2022-08-01 07:34:55,45.4587,35.53048,50000.0
4149,Qaiwan Primary Healthcare Center (main) / مەڵبەندی تەندروستی قەیوان,Qaiwan Primary Healthcare Center (main),Primary Health Care Center - Family Medicine Health Care Center,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-31 07:34:55,45.47868,35.5396,75000.0
4156,Shahid Rebaz Primary Healthcare Center (main) / مەڵبەندی تەندروستی شەهید ڕێباز,Shahid Rebaz Primary Healthcare Center (main),Primary Health Care Center - Main,010102,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.34936,35.5527,50000.0
4160,Shahid Hamarash Primary Healthcare Center (main) / مەڵبەندی تەندروستی شەهید حمە ڕەش,Shahid Hamarash Primary Healthcare Center (main),Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-02 07:34:55,45.41705,35.55545,38000.0
4181,D. Rafiq Shex Ali Barawey Consultation Clinic _ evening / كلينيكى راويزكارى د.رفيق شيخ على باراوى,D. Rafiq Shex Ali Barawey Consultation Clinic _ evening,Public Health Clinic,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.4657,35.5608,46000.0
4195,D.Rafeiq shex Ali Barawey consultation clinic / کلینیکی راوێژکاری د.رفیق علی باراوی,D.Rafeiq shex Ali Barawey consultation clinic,Other,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4656,35.5606,46000.0
4199,Shahid Dr.Sardar primary healthcare  Center Main / مةلبةندى تةندروستى شةهيد د.سردار,Shahid Dr.Sardar primary healthcare  Center Main,Primary Health Care Center - Main,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4627,35.5679,60000.0
4269,New Raparin Health Care Center - Main / مەڵبەندی تەندروستی ڕاپەڕینی نوێ,New Raparin Health Care Center - Main,Primary Health Care Center - Main,01010207,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.3145,35.5864,70000.0
4295,Health centre rasty / بنكه‌ی ته‌ندروستی راستی,Health centre rasty,Primary Health Care Center - Main,ERB85,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,44.015639,36.13872,45000.0
4296,Health centre zanko / بنكه‌ی ته‌ندروستی زانكۆ,Health centre zanko,Primary Health Care Center - Main,ERB86,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,44.01892,36.15151,2000000.0
4298,Health centre doctor shahed made akraey / بنكه‌ی ته‌ندروستی شه‌هید د. نافع ئاكره‌یی,Health centre doctor shahed made akraey,Primary Health Care Center - Family Medicine Health Care Center,ERB88,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,44.023074,36.171506,46700.0
4301,Health centre Shahid mhamad bajalany  / بنكه‌ی ته‌ندروستی شه‌هید محمد باجه‌لان,Health centre Shahid mhamad bajalany ,Primary Health Care Center - Main,ERB91,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,43.990558,36.169075,66585.0
4302,Health center azady xezany  / بنكه‌ی ته‌ندروستی ئازادی خێزانی,Health center azady xezany ,Primary Health Care Center - Family Medicine Health Care Center,ERB92,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,44.006519,36.175277,48332.0
4307,Family braiati medical center / سەنتەری پزیشکی برایەتی خێزانی,Family braiati medical center,Primary Health Care Center - Family Medicine Health Care Center,ERB97,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-14 07:34:55,44.042554,36.211711,47200.0
4308,Health centre shahed dktor nazdar bamarny xezany / بنكه‌ی ته‌ندروستی شه‌هید نازدار بامه‌رنێ خێزانی,Health centre shahed dktor nazdar bamarny xezany,Primary Health Care Center - Family Medicine Health Care Center,ERB98,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-22 07:34:55,44.026005,36.217004,44766.0
4310,Centre Kurdistan bo pzeshki xezany / سەنتەری كوردستان بۆ پزیشکیی خێزانی,Centre Kurdistan bo pzeshki xezany,Primary Health Care Center - Family Medicine Health Care Center,ERB100,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-22 07:34:55,44.026339,36.15565,108000.0
4312,Malafandi center for family medicine / سەنتەری مه‌لافه‌ندی بۆ پزیشکی خێزانی,Malafandi center for family medicine,Primary Health Care Center - Family Medicine Health Care Center,ERB102,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-20 07:34:55,44.039854,36.176268,49065.0
4317,Health centre nawrozy xezany / بنكه‌ی ته‌ندروستی پزیشکی خێزانی نه‌ورۆز,Health centre nawrozy xezany,Primary Health Care Center - Family Medicine Health Care Center,ERB107,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-22 07:34:55,43.978229,36.174957,58000.0
4418,Halabja Chemical Treatment Hospital / مستشفى علاج ضحايا الكيمياوى حلبجە,Halabja Chemical Treatment Hospital,Hospital,HAL3,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-24 07:34:55,45.9888,35.1934,135037.0
4419,wafa hospital / مستشفى الوفاء,wafa hospital,Hospital,HAL6,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-24 07:34:55,45.9786,35.1967,135037.0
4420,Halabja General Hospital / مستشفى حلبجة العام,Halabja General Hospital,Hospital,HAL4,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-24 07:34:55,45.9939,35.1824,135035.0
4421,Halabja maternity and children's Hospital / مستشفى الولادة والاطفال,Halabja maternity and children's Hospital,Hospital,HAL5,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-24 07:34:55,45.9899,35.1777,135350.0
4422,Halabja Teaching Emergency Hospital / مستشفى الطوارى التعليمى حلبجە,Halabja Teaching Emergency Hospital,Hospital,HAL7,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-24 07:34:55,45.9791,35.194,135037.0
4424,Shahid Abdulrahman Consultative Clinic for Eye Diseases / عيادة شهيد عبدالرحمن الإستشارية لأمراض العيون,Shahid Abdulrahman Consultative Clinic for Eye Diseases,Specialized Center,HAL2,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.9866,35.1744,135053.0
4425,Halabja Center for Artificial Limb Training and Reconstruction / مركز حلبجة لتدريب الأطراف الصناعية وإعادة بنائها,Halabja Center for Artificial Limb Training and Reconstruction,Primary Health Care Center - Main,HAL9,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.4433,35.4433,135053.0
4427,Health center shed hekmat / مةلبةندى تةندروستى شهيد حيكمت,Health center shed hekmat,Primary Health Care Center - Main,HAL11,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-02-28 07:34:55,45.9999,35.18779,142079.0
4428,Halabja General Laboratory Directorate / مديرية مختبر حلبجة العامة,Halabja General Laboratory Directorate,Primary Health Care Center - Main,HAL12,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.9634,35.203,135037.0
4429,Shahid Mohammed Radiation Center / مركز شهيد محمد للاشعة,Shahid Mohammed Radiation Center,Specialized Center,HAL13,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.9798,35.1952,135037.0
4430,Halabja Kidney Dialysis Center / مركز حلبجة لغسيل الكلى,Halabja Kidney Dialysis Center,Specialized Center,HAL14,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.9999,35.1888,135037.0
4431,Halabja Forensic Medicine / الطب العدلي في حلبجة,Halabja Forensic Medicine,Primary Health Care Center - Main,HAL15,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,46.0051,35.1943,135037.0
4440,Halabja warehouse of midines and medical supplies / مستودع حلبجة للأدوية والمستلزمات طبية,Halabja warehouse of midines and medical supplies,Primary Health Care Center - Branch,HAL24,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,46.0052,35.1949,135053.0
4441,Halabja Health Protection Affairs Directorate / مديرية شؤون حماية صحة حلبجة,Halabja Health Protection Affairs Directorate,Primary Health Care Center - Main,HAL25,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.978,35.1932,135035.0
4448,Dental society Shahid faraj mer ahmad / جماعية طب الأسنان شهيد فرج ميل احمد,Dental society Shahid faraj mer ahmad,Health House,HAL48,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,45.9978,35.1776,135053.0
4449,Halabja Food Laboratory / تاقيكةى خوراكى هةلةبجة,Halabja Food Laboratory,Central Public Health Laboratory,HAL49,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-02-28 07:34:55,45.9934,35.1777,135053.0
4457,Halabja thalassemia center / سةنتةرى تالاسيميا,Halabja thalassemia center,Health House,HAL58,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-30 07:34:55,45.9927,35.1883,135053.0
4462,Cardiology and Caesarean center / سةنتةرى نةخوشيةكانى دل و قة سنه  ره,Cardiology and Caesarean center,Primary Health Care Center - Main specialized,HAL64,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-30 07:34:55,45.977,35.1852,135053.0
4466,Halabja birth and death office / مكتب المواليد والوفيات فى حلبجة,Halabja birth and death office,Primary Health Care Center - Main specialized,HAL68,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-02-27 07:34:55,45.9798,35.1947,135053.0
4474,zmnako primary health care center main / مه‌لبه‌ندی ته‌ندروستی زمناكۆ,zmnako primary health care center main,Primary Health Care Center - Main,01090102,Soleimani / Haa lah bjah ytazah Sector,Haa lah bjah ytazah Sector / قطاع هه له بجه ى تازه,2023-03-15 07:34:55,45.6780795,35.3194211,82000.0
4475,shahid sardar muhandes primary health care center main / مه‌لبه‌ندی ته‌ندروستی شه‌هید سه‌ردار مهندیس,shahid sardar muhandes primary health care center main,Primary Health Care Center - Main,01090103,Soleimani / Haa lah bjah ytazah Sector,Haa lah bjah ytazah Sector / قطاع هه له بجه ى تازه,2023-03-15 07:34:55,45.6906625,35.3143854,80000.0
4487,sharazoor preventive health care department / بەشی خوباراستنی تەندروستی شارەزوور,sharazoor preventive health care department,Primary Health Care Center - Main,01090115,Soleimani / Haa lah bjah ytazah Sector,Haa lah bjah ytazah Sector / قطاع هه له بجه ى تازه,2023-03-14 07:34:55,45.6783934,35.3197051,82000.0
4490,AZADI HEALTH CENTER -AKRE / بنطةهىَ ساخلةميىَ ئازادى,AZADI HEALTH CENTER -AKRE,Primary Health Care Center - Main,DHK59,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-02-01 07:34:55,43.87243833,36.730555,50000.0
4491,AKRE(KHIRGA) HEALTH CENTER  / بنطةهىَ ساخلةميىَ خركا,AKRE(KHIRGA) HEALTH CENTER ,Primary Health Care Center - Main,DHK60,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-02-02 07:34:55,43.89852667,36.75451667,38000.0
