,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001
4837,Dokan dental puplic health clinic / كلينيكي بزيشكي ميللي دداني دوكان,Dokan dental puplic health clinic,Public Health Clinic,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-09 07:34:56,44.9653,35.9246
4838,Peramagrun consultation clinic / کلینیکی راوێژکاری پیرەمەگرون,Peramagrun consultation clinic,Other,0105010503,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-15 07:34:56,45.1462,35.7325
4839,Sahid sabah khalakani consultation clinic / کلینیکی راوێژکاری شەهید صباح خەلەکانی,Sahid sabah khalakani consultation clinic,Other,0105010506,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-15 07:34:56,44.8344,36.0232
4840,Dokan hydro power plant health house / يةكةي تةندروستي بەرێوبەرایەتی بەرهەم هێنانی وزەی كارةباي دوكان(مالي تةندروستي),Dokan hydro power plant health house,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,44.9519,35.9534
4841,Chalawa primary health care center branch / بنکەی تەندروستی چاڵاوا,Chalawa primary health care center branch,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-14 07:34:56,45.2073,35.88
4842,Piramagrwn hospital / نەخۆشخانەی پیرەمەگرون,Piramagrwn hospital,Hospital,0105010503,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-15 07:34:56,45.1462,35.7325
4922,Dashtiwan Health Cente / بنکەی تەندروستی دەشتێوان,Dashtiwan Health Cente,Primary Health Care Center - Branch,RAP38,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-16 07:34:56,45.087796,36.364999
4936,Dashtew Health Cente / بنکەی تەندروستی دەشتێو,Dashtew Health Cente,Primary Health Care Center - Branch,RAP38,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-16 07:34:56,45.232069,36.08946
5115,Domiz -2- Refugees’ Camp Primary Health Care Center / بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا دومیز -2- یا په‌نابه‌را,Domiz -2- Refugees’ Camp Primary Health Care Center,Primary Health Care Center - Main,DUH151,Dohuk / Simil sector,Simil sector / قطاع سيميل,2023-03-27 07:34:56,42.89527,36.76419
5116,Domiz -1- Refugees’ Camp Primary Health Care Center / بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا دومیز -1- یا په‌نابه‌را,Domiz -1- Refugees’ Camp Primary Health Care Center,Primary Health Care Center - Main,DUH152,Dohuk / Simil sector,Simil sector / قطاع سيميل,2023-03-27 07:34:56,42.88699,36.78477
5123,Divan of Summel Health Directorate / مدیریة صحة سيمل,Divan of Summel Health Directorate,Health Sector,doh,Dohuk / Simil sector,Simil sector / قطاع سيميل,2023-02-14 07:34:56,42.852462,36.85002
5126,Sharya IDP Camp Primary Health Care Center / بنگه‌هێ چاڤدێریا ساخله‌میا ده‌ستپێكێ ل كه‌مپا شاریا یا ئاوارا,Sharya IDP Camp Primary Health Care Center,Primary Health Care Center - Main,DUH152,Dohuk / Simil sector,Simil sector / قطاع سيميل,2023-03-30 07:34:56,42.95931,36.80016
5127,American Zanko Health Center / بنگه‌هێ زانكویا ئه‌مریكی یا كوردستان یێ ساخله‌میێ,American Zanko Health Center,Primary Health Care Center - Branch,DUH151,Dohuk / Simil sector,Simil sector / قطاع سيميل,2023-03-30 07:34:56,42.86223,36.86195
5130,Nalparez primary health care center main / مەڵبەندی تەندرووستی ناڵپارێز, Nalparez primary health care center main,Primary Health Care Center - Main,01070202,Soleimani / Shar Zour sector,Shar Zour sector / قطاع شاره زوور,2023-03-13 07:34:56,45.8517086,35.5803932
5141,kanimang primary health care center(branch) / بنکەی تەندروستی کانی مانگ, kanimang primary health care center(branch),Primary Health Care Center - Branch,01070202,Soleimani / Shar Zour sector,Shar Zour sector / قطاع شاره زوور,2023-03-10 07:34:56,45.9192,35.5838
5147,Wryawa  primary health care center(branch) / بنکەی تەندروستی وریاوا,Wryawa  primary health care center(branch),Primary Health Care Center - Branch,01070112,Soleimani / Shar Zour sector,Shar Zour sector / قطاع شاره زوور,2023-03-15 07:34:56,45.9015,35.7078
5150,Bnawaswta primary health care center(branch) / بنکەی تەندروستی بناوەسوتە,Bnawaswta primary health care center(branch),Primary Health Care Center - Branch,01070112,Soleimani / Shar Zour sector,Shar Zour sector / قطاع شاره زوور,2023-03-14 07:34:56,46.0095,35.5935
5161,Shera / بنكه‌ی ته‌ندروستی شیره‌,Shera,Primary Health Care Center - Branch,ERB10,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-12 07:34:56,44.60178667,36.40534667
5162,Tutma / بنكه‌ی ته‌ندروستی توتمه‌,Tutma,Primary Health Care Center - Branch,ERB11,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-12 07:34:56,44.51285167,36.41423
5163,Khate / بنكه‌ی ته‌ندروستی خه‌تی,Khate,Primary Health Care Center - Branch,ERB12,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-12 07:34:56,44.51406667,36.44079167
5164,Heran / بنكه‌ی ته‌ندروستی هیران,Heran,Primary Health Care Center - Main,ERB13,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-29 07:34:56,44.49451667,36.27778333
5165,Aqubane Khuarw / بنكه‌ی ته‌ندروستی ئاقووبانی خواروو,Aqubane Khuarw,Primary Health Care Center - Branch,ERB14,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-05 07:34:56,44.42330667,36.35277667
5166,Drash / بنكه‌ی ته‌ندروستی دره‌ش,Drash,Primary Health Care Center - Branch,ERB15,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-24 07:34:56,44.074495,36.379165
5167,Bastora / بنكه‌ی ته‌ندروستی به‌ستۆره‌,Bastora,Primary Health Care Center - Main,ERB16,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-03-02 07:34:56,44.15947333,36.3353
5168,Ziarate Malazadan / بنكه‌ی ته‌ندروستی زیاره‌ت ملازادان,Ziarate Malazadan,Primary Health Care Center - Branch,ERB17,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-24 07:34:56,44.15395,36.438165
5169,Batas / بنكه‌ی ته‌ندروستی باتاس,Batas,Primary Health Care Center - Main,ERB18,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-01 07:34:56,44.3404107,36.5558748
5170,Meer Sulaiman / بنكه‌ی ته‌ندروستی میرسلێمان,Meer Sulaiman,Primary Health Care Center - Main,ERB19,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-01 07:34:56,44.344736,36.5538258
5173,Amokan / بنكه‌ی ته‌ندروستی ئاموكان,Amokan,Primary Health Care Center - Branch,ERB22,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-14 07:34:56,44.282465,36.624015
5176,Jamasor / بنكه‌ی ته‌ندروستی جةمةسور,Jamasor,Primary Health Care Center - Branch,ERB25,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-18 07:34:56,44.2384,36.5473
5177,Basrma / بنكه‌ی ته‌ندروستی باسرمه,Basrma,Primary Health Care Center - Main,ERB26,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-25 07:34:56,44.3526,36.4965
5178,ziyarate safen / بنكه‌ی ته‌ندروستی زیاره‌ت سه‌فین,ziyarate safen,Primary Health Care Center - Branch,ERB27,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-11 07:34:56,44.3926,36.29576167
5179,Graw / بنكه‌ی ته‌ندروستی گڕاو,Graw,Primary Health Care Center - Branch,ERB28,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-29 07:34:56,44.22439833,36.325355
5180,Hanara / بنكه‌ی ته‌ندروستی هه‌ناره‌,Hanara,Primary Health Care Center - Branch,ERB29,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-11 07:34:56,44.25000833,36.29022
5181,Kore / بنكه‌ی ته‌ندروستی كۆڕێ,Kore,Primary Health Care Center - Main,ERB30,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-23 07:34:56,44.22634833,36.39647667
5184,Garota / بنكه‌ی ته‌ندروستی گه‌رۆته‌,Garota,Primary Health Care Center - Branch,ERB33,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-05 07:34:56,44.45153,36.31073833
5191,Shaqlawa Teaching Hospital / مستشفى شقلاوة التعليمي,Shaqlawa Teaching Hospital,Hospital,لايوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-25 07:34:56,44.3146,36.4063
5192,shhid shekh sulaiman-balisan / مستشفى شهيد شيخ سليمان- باليسان,shhid shekh sulaiman-balisan,Hospital,لايوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-30 07:34:56,44.55,36.3963
5193,HARIR / مستشفى حرير,HARIR,Hospital,لایوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-31 07:34:56,44.3485,36.5469
5194,PIRMAM  / بيرمام,PIRMAM ,Hospital,ERB152,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-30 07:34:56,44.1893,36.3609
5195,Shaqlawa / ثاراستنى تةندروستى \ شةقلاوة,Shaqlawa,Disease Prevention Sector,لايوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-19 07:34:56,44.315,36.4072
5196,Berawa / بنكەی تەندروستی بێراوە,Berawa,Primary Health Care Center - Branch,لايوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-12 07:34:56,44.5835,36.4085
5197,Haruta / بنكەی تەندروستی هەروتە,Haruta,Primary Health Care Center - Branch,لایوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-13 07:34:56,44.4979,36.4699
5198,Pungena / بنكەی تەندروستی پونگینە,Pungena,Primary Health Care Center - Branch,لایوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-05 07:34:56,44.4275,36.3272
5200,Sarsul / بنكەی تەندروستی سەرسول,Sarsul,Primary Health Care Center - Branch,لايوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-01-24 07:34:56,44.08872,36.45228
5201,Shaqlawa center / مركز قاطع شەقلاوە,Shaqlawa center,Health Sector,لایوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-02-19 07:34:56,44.315,36.4072
5202,Health Control / چاودێری تەندروستی,Health Control,Health Sector,لايوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-03-20 07:34:56,44.3148,36.4072
5203,Jordan hospital / مستشفی الاردنی,Jordan hospital,Hospital,لایوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-03-20 07:34:56,44.1895,36.3913
5204,Eye Screening Center / مركز فحص العیون,Eye Screening Center,Health Sector,لایوجد,Erbil / Shah Qalawa sector,Shah Qalawa sector / قطاع شه قلاوه,2023-03-20 07:34:56,44.3148,36.4072
